gene	genome	ko	gene_abundance
binchicken_co605.10~k141_655832_1	MAG_arc032	K17830	32.26
binchicken_co605.10~k141_655832_2	MAG_arc032	K03179; K17105	31.96
binchicken_co605.10~k141_655832_3	MAG_arc032	K07557; K18779	32.22
binchicken_co605.10~k141_655832_4	MAG_arc032	K02327	36.39
binchicken_co605.10~k141_655832_5	MAG_arc032	K02319	40.61
binchicken_co605.10~k141_655832_6	MAG_arc032	K02327	250.00
binchicken_co605.10~k141_655832_7	MAG_arc032		169.31
binchicken_co605.10~k141_655832_8	MAG_arc032	K01866	160.19
binchicken_co605.10~k141_655832_9	MAG_arc032	K06984	44.56
binchicken_co605.10~k141_655832_10	MAG_arc032	K14564	70.55
binchicken_co605.10~k141_655832_11	MAG_arc032	K04795; K14563	26.65
binchicken_co605.10~k141_110888_1	MAG_arc032	K20203	34.62
binchicken_co605.10~k141_110888_2	MAG_arc032	K00266	62.80
binchicken_co605.10~k141_110888_3	MAG_arc032	K00266	34.29
binchicken_co605.10~k141_110888_4	MAG_arc032	K24180	23.89
binchicken_co605.10~k141_110888_5	MAG_arc032		126.22
binchicken_co605.10~k141_110888_6	MAG_arc032	K11780	46.41
binchicken_co605.10~k141_110888_7	MAG_arc032		54.57
binchicken_co605.10~k141_110888_8	MAG_arc032		42.50
binchicken_co605.10~k141_110888_9	MAG_arc032	K01937	25.16
binchicken_co605.10~k141_110888_10	MAG_arc032	K01937	39.88
binchicken_co605.10~k141_111592_1	MAG_arc032	K22391	22.91
binchicken_co605.10~k141_111592_2	MAG_arc032		153.49
binchicken_co605.10~k141_111592_3	MAG_arc032	K06864	10.94
binchicken_co605.10~k141_111592_4	MAG_arc032	K15865	77.96
binchicken_co605.10~k141_111592_5	MAG_arc032		99.31
binchicken_co605.10~k141_111592_6	MAG_arc032	K02446	26.48
binchicken_co605.10~k141_111592_7	MAG_arc032	K04069	142.14
binchicken_co605.10~k141_111592_8	MAG_arc032	K14292	67.85
binchicken_co605.10~k141_453037_1	MAG_arc032	K07463	48.83
binchicken_co605.10~k141_453037_2	MAG_arc032	K17892	38.60
binchicken_co605.10~k141_453037_3	MAG_arc032		102.27
binchicken_co605.10~k141_453037_4	MAG_arc032	K11781	63.08
binchicken_co605.10~k141_453037_5	MAG_arc032		65.14
binchicken_co605.10~k141_453037_6	MAG_arc032	K03390	59.86
binchicken_co605.10~k141_453037_7	MAG_arc032	K03389	102.79
binchicken_co605.10~k141_453037_8	MAG_arc032	K03388	24.82
binchicken_co605.10~k141_453037_9	MAG_arc032	K14127	143.37
binchicken_co605.10~k141_453037_10	MAG_arc032	K00125	44.29
binchicken_co605.10~k141_453037_11	MAG_arc032	K22516	102.70
binchicken_co605.10~k141_453037_12	MAG_arc032	K03151	38.66
binchicken_co605.10~k141_453037_13	MAG_arc032		32.26
binchicken_co605.10~k141_453037_14	MAG_arc032		56.85
binchicken_co605.10~k141_453037_15	MAG_arc032		62.53
binchicken_co605.10~k141_453037_16	MAG_arc032	K07055	22.38
binchicken_co605.10~k141_453037_17	MAG_arc032	K00878	77.05
binchicken_co605.10~k141_453037_18	MAG_arc032	K00788	47.71
binchicken_co605.10~k141_453037_19	MAG_arc032	K06927	58.02
binchicken_co605.10~k141_453037_20	MAG_arc032	K09731	78.94
binchicken_co605.10~k141_453037_21	MAG_arc032	K01881	138.27
binchicken_co605.10~k141_453037_22	MAG_arc032	K01881	59.76
binchicken_co605.10~k141_453037_23	MAG_arc032		25.64
binchicken_co605.10~k141_453037_24	MAG_arc032		22.90
binchicken_co605.10~k141_453037_25	MAG_arc032		45.26
binchicken_co605.10~k141_896746_1	MAG_arc032	K00869	125.18
binchicken_co605.10~k141_896746_2	MAG_arc032	K07142	59.09
binchicken_co605.10~k141_896746_3	MAG_arc032	K08975	22.83
binchicken_co605.10~k141_896746_4	MAG_arc032	K08975	24.42
binchicken_co605.10~k141_760777_1	MAG_arc032		44.02
binchicken_co605.10~k141_760777_2	MAG_arc032		148.62
binchicken_co605.10~k141_760777_3	MAG_arc032	K02523	161.26
binchicken_co605.10~k141_760777_4	MAG_arc032	K10726	50.86
binchicken_co605.10~k141_794687_1	MAG_arc032		29.26
binchicken_co605.10~k141_794687_2	MAG_arc032	K02323	22.52
binchicken_co605.10~k141_794687_3	MAG_arc032	K02323	111.66
binchicken_co605.10~k141_794687_4	MAG_arc032		71.26
binchicken_co605.10~k141_794687_5	MAG_arc032	K13280	46.89
binchicken_co605.10~k141_794687_6	MAG_arc032	K22447	51.02
binchicken_co605.10~k141_794687_7	MAG_arc032	K03555	23.49
binchicken_co605.10~k141_794687_8	MAG_arc032	K03555	34.74
binchicken_co605.10~k141_794687_9	MAG_arc032	K09816	32.12
binchicken_co605.10~k141_794687_10	MAG_arc032	K09817	123.90
binchicken_co605.10~k141_794687_11	MAG_arc032	K09815	107.42
binchicken_co605.10~k141_283985_1	MAG_arc032	K00946	55.07
binchicken_co605.10~k141_283985_2	MAG_arc032	K04484	24.76
binchicken_co605.10~k141_283985_3	MAG_arc032	K04484	27.80
binchicken_co605.10~k141_283985_4	MAG_arc032	K03265	37.40
binchicken_co605.10~k141_283985_5	MAG_arc032		58.20
binchicken_co605.10~k141_283985_6	MAG_arc032	K07566	58.18
binchicken_co605.10~k141_283985_7	MAG_arc032	K02322	72.32
binchicken_co605.10~k141_283985_8	MAG_arc032	K02322	79.47
binchicken_co605.10~k141_283985_9	MAG_arc032	K02322	16.75
binchicken_co605.10~k141_283985_10	MAG_arc032	K00362	31.26
binchicken_co605.10~k141_283985_11	MAG_arc032		25.81
binchicken_co605.10~k141_830208_1	MAG_arc032	K01807	42.34
binchicken_co605.10~k141_830208_2	MAG_arc032	K09759	47.26
binchicken_co605.10~k141_830208_3	MAG_arc032		123.33
binchicken_co605.10~k141_830208_4	MAG_arc032		38.94
binchicken_co605.10~k141_830208_5	MAG_arc032	K01585	51.85
binchicken_co605.10~k141_455817_1	MAG_arc032	K11645; K16305	26.36
binchicken_co605.10~k141_455817_2	MAG_arc032	K22011	56.38
binchicken_co605.10~k141_455817_3	MAG_arc032	K11924	41.06
binchicken_co605.10~k141_455817_4	MAG_arc032		27.08
binchicken_co605.10~k141_455817_5	MAG_arc032	K01424; K09482	28.75
binchicken_co605.10~k141_455817_6	MAG_arc032	K12574	35.11
binchicken_co605.10~k141_455817_7	MAG_arc032		22.57
binchicken_co605.10~k141_455817_8	MAG_arc032	K06981	15.76
binchicken_co605.10~k141_830822_1	MAG_arc032		126.11
binchicken_co605.10~k141_830822_2	MAG_arc032		90.75
binchicken_co605.10~k141_830822_3	MAG_arc032	K15904	30.88
binchicken_co605.10~k141_830822_4	MAG_arc032	K15904	98.25
binchicken_co605.10~k141_830822_5	MAG_arc032	K08851	207.74
binchicken_co605.10~k141_830822_6	MAG_arc032	K01519	84.24
binchicken_co605.10~k141_830822_7	MAG_arc032	K08169	62.74
binchicken_co605.10~k141_830822_8	MAG_arc032	K11749	94.94
binchicken_co605.10~k141_899235_1	MAG_arc032	K01886	70.73
binchicken_co605.10~k141_899235_2	MAG_arc032	K07462	30.56
binchicken_co605.10~k141_899235_3	MAG_arc032	K16182	20.49
binchicken_co605.10~k141_899235_4	MAG_arc032	K16181	69.98
binchicken_co605.10~k141_899235_5	MAG_arc032	K16180	131.26
binchicken_co605.10~k141_899235_6	MAG_arc032	K11627	43.17
binchicken_co605.10~k141_899235_7	MAG_arc032	K03572	165.24
binchicken_co605.10~k141_899235_8	MAG_arc032	K02998	121.27
binchicken_co605.10~k141_899235_9	MAG_arc032	K03055	32.38
binchicken_co605.10~k141_899235_10	MAG_arc032	K03058	26.50
binchicken_co605.10~k141_899235_11	MAG_arc032	K02960	23.87
binchicken_co605.10~k141_899235_12	MAG_arc032	K02872	31.41
binchicken_co605.10~k141_899235_13	MAG_arc032	K02883	68.56
binchicken_co605.10~k141_899235_14	MAG_arc032	K00925	46.60
binchicken_co605.10~k141_899235_15	MAG_arc032	K13788	84.77
binchicken_co605.10~k141_899235_16	MAG_arc032	K09721	45.50
binchicken_co605.10~k141_899235_17	MAG_arc032		16.03
binchicken_co605.10~k141_729835_1	MAG_arc032		72.35
binchicken_co605.10~k141_729835_2	MAG_arc032	K00400; K02041	102.45
binchicken_co605.10~k141_729835_3	MAG_arc032	K16874	47.74
binchicken_co605.10~k141_458065_1	MAG_arc032	K03547	44.86
binchicken_co605.10~k141_458065_2	MAG_arc032	K03546	37.71
binchicken_co605.10~k141_287656_1	MAG_arc032	K07587	48.60
binchicken_co605.10~k141_493128_1	MAG_arc032		40.61
binchicken_co605.10~k141_493128_2	MAG_arc032	K02008	20.49
binchicken_co605.10~k141_493128_3	MAG_arc032	K02006	90.89
binchicken_co605.10~k141_288486_1	MAG_arc032	K02585	21.68
binchicken_co605.10~k141_288486_2	MAG_arc032		31.49
binchicken_co605.10~k141_288486_3	MAG_arc032	K10747	34.55
binchicken_co605.10~k141_288486_4	MAG_arc032		18.42
binchicken_co605.10~k141_288486_5	MAG_arc032	K03148; K22837	54.31
binchicken_co605.10~k141_288486_6	MAG_arc032	K03148; K21029	147.77
binchicken_co605.10~k141_288486_7	MAG_arc032	K02503	39.67
binchicken_co605.10~k141_288486_8	MAG_arc032		27.27
binchicken_co605.10~k141_288486_9	MAG_arc032	K11212	61.67
binchicken_co605.10~k141_288486_10	MAG_arc032		61.92
binchicken_co605.10~k141_288486_11	MAG_arc032	K00150	121.77
binchicken_co605.10~k141_288486_12	MAG_arc032		17.57
binchicken_co605.10~k141_288486_13	MAG_arc032	K24868	37.92
binchicken_co605.10~k141_288486_14	MAG_arc032	K01092; K10047	78.27
binchicken_co605.10~k141_288486_15	MAG_arc032	K00858	71.47
binchicken_co605.10~k141_288486_16	MAG_arc032		34.85
binchicken_co605.10~k141_288486_17	MAG_arc032	K03116	113.96
binchicken_co605.10~k141_288486_18	MAG_arc032		115.87
binchicken_co605.10~k141_288486_19	MAG_arc032	K03775	24.02
binchicken_co605.10~k141_288486_20	MAG_arc032	K03768	52.30
binchicken_co605.10~k141_288486_21	MAG_arc032		72.27
binchicken_co605.10~k141_288486_22	MAG_arc032	K03124	44.93
binchicken_co605.10~k141_1003734_1	MAG_arc032		35.50
binchicken_co605.10~k141_1003734_2	MAG_arc032		78.48
binchicken_co605.10~k141_1003734_3	MAG_arc032		17.76
binchicken_co605.10~k141_1003734_4	MAG_arc032		20.03
binchicken_co605.10~k141_1003734_5	MAG_arc032	K06920	67.13
binchicken_co605.10~k141_1003734_6	MAG_arc032	K05540	33.03
binchicken_co605.10~k141_1003734_7	MAG_arc032	K03593	30.29
binchicken_co605.10~k141_1003734_8	MAG_arc032	K01514; K15986	82.36
binchicken_co605.10~k141_1003734_9	MAG_arc032	K22226	26.69
binchicken_co605.10~k141_15342_1	MAG_arc032		50.76
binchicken_co605.10~k141_15342_2	MAG_arc032	K03420	20.65
binchicken_co605.10~k141_15342_3	MAG_arc032	K03531	43.03
binchicken_co605.10~k141_15342_4	MAG_arc032		69.04
binchicken_co605.10~k141_15342_5	MAG_arc032		23.19
binchicken_co605.10~k141_15342_6	MAG_arc032	K02867	125.53
binchicken_co605.10~k141_15342_7	MAG_arc032	K02863	41.78
binchicken_co605.10~k141_15342_8	MAG_arc032	K02941	86.62
binchicken_co605.10~k141_15342_9	MAG_arc032	K02869	95.85
binchicken_co605.10~k141_15342_10	MAG_arc032		40.75
binchicken_co605.10~k141_15342_11	MAG_arc032	K03515; K04479	52.57
binchicken_co605.10~k141_15342_12	MAG_arc032	K01890	32.20
binchicken_co605.10~k141_527398_1	MAG_arc032	K24971	127.76
binchicken_co605.10~k141_527398_2	MAG_arc032		52.08
binchicken_co605.10~k141_527398_3	MAG_arc032	K10026	14.16
binchicken_co605.10~k141_527398_4	MAG_arc032	K01737	60.74
binchicken_co605.10~k141_527398_5	MAG_arc032	K03671	21.34
binchicken_co605.10~k141_527398_6	MAG_arc032	K01869	92.09
binchicken_co605.10~k141_527398_7	MAG_arc032		46.67
binchicken_co605.10~k141_527398_8	MAG_arc032		131.67
binchicken_co605.10~k141_425504_1	MAG_arc032		19.71
binchicken_co605.10~k141_425504_2	MAG_arc032		21.41
binchicken_co605.10~k141_425504_3	MAG_arc032		45.50
binchicken_co605.10~k141_425504_4	MAG_arc032	K06881	24.50
binchicken_co605.10~k141_425504_5	MAG_arc032		58.25
binchicken_co605.10~k141_425504_6	MAG_arc032	K04655	24.69
binchicken_co605.10~k141_425504_7	MAG_arc032	K04483	77.03
binchicken_co605.10~k141_391299_1	MAG_arc032		37.63
binchicken_co605.10~k141_391299_2	MAG_arc032		56.32
binchicken_co605.10~k141_391299_3	MAG_arc032		44.28
binchicken_co605.10~k141_391299_4	MAG_arc032		35.43
binchicken_co605.10~k141_391299_5	MAG_arc032	K00762	67.10
binchicken_co605.10~k141_631938_1	MAG_arc032	K14083	40.91
binchicken_co605.10~k141_631938_2	MAG_arc032	K14083	91.30
binchicken_co605.10~k141_631938_3	MAG_arc032	K14084	64.39
binchicken_co605.10~k141_631938_4	MAG_arc032		29.52
binchicken_co605.10~k141_631938_5	MAG_arc032		31.78
binchicken_co605.10~k141_631938_6	MAG_arc032		101.47
binchicken_co605.10~k141_631938_7	MAG_arc032	K03294	32.44
binchicken_co605.10~k141_631938_8	MAG_arc032	K16179	11.12
binchicken_co605.10~k141_631938_9	MAG_arc032	K16178	44.74
binchicken_co605.10~k141_631938_10	MAG_arc032	K16178	42.38
binchicken_co605.10~k141_631938_11	MAG_arc032	K01473	118.63
binchicken_co605.10~k141_631938_12	MAG_arc032		143.84
binchicken_co605.10~k141_257021_1	MAG_arc032	K01870	53.37
binchicken_co605.10~k141_257021_2	MAG_arc032	K01069	57.33
binchicken_co605.10~k141_257021_3	MAG_arc032		203.81
binchicken_co605.10~k141_257021_4	MAG_arc032		42.65
binchicken_co605.10~k141_257021_5	MAG_arc032		47.22
binchicken_co605.10~k141_257021_6	MAG_arc032	K03330	61.96
binchicken_co605.10~k141_257021_7	MAG_arc032	K03330	121.13
binchicken_co605.10~k141_257021_8	MAG_arc032	K01892; K02502	49.23
binchicken_co605.10~k141_257021_9	MAG_arc032	K06944	18.08
binchicken_co605.10~k141_257021_10	MAG_arc032	K14168; K21947	29.74
binchicken_co605.10~k141_257021_11	MAG_arc032		42.73
binchicken_co605.10~k141_257021_12	MAG_arc032		19.08
binchicken_co605.10~k141_257021_13	MAG_arc032	K07739	57.18
binchicken_co605.10~k141_257021_14	MAG_arc032	K00948	70.73
binchicken_co605.10~k141_870024_1	MAG_arc032		19.20
binchicken_co605.10~k141_870024_2	MAG_arc032		45.30
binchicken_co605.10~k141_700849_1	MAG_arc032	K05568; K05577	95.94
binchicken_co605.10~k141_700849_2	MAG_arc032	K05567	51.35
binchicken_co605.10~k141_700849_3	MAG_arc032		72.49
binchicken_co605.10~k141_700849_4	MAG_arc032		157.85
binchicken_co605.10~k141_700849_5	MAG_arc032	K05565; K05577	153.01
binchicken_co605.10~k141_700849_6	MAG_arc032	K01465	32.92
binchicken_co605.10~k141_700849_7	MAG_arc032	K04480	45.40
binchicken_co605.10~k141_700849_8	MAG_arc032	K14081	27.22
binchicken_co605.10~k141_700849_9	MAG_arc032	K14081	102.35
binchicken_co605.10~k141_121091_1	MAG_arc032	K04759	54.42
binchicken_co605.10~k141_121091_2	MAG_arc032	K02469	48.11
binchicken_co605.10~k141_121091_3	MAG_arc032	K02470	33.64
binchicken_co605.10~k141_121091_4	MAG_arc032	K00839; K13290	27.91
binchicken_co605.10~k141_121091_5	MAG_arc032	K00830	94.00
binchicken_co605.10~k141_497654_1	MAG_arc032	K03389; K08264	37.21
binchicken_co605.10~k141_497654_2	MAG_arc032	K08265	54.16
binchicken_co605.10~k141_463567_1	MAG_arc032	K04076	91.29
binchicken_co605.10~k141_702126_1	MAG_arc032	K06881	21.87
binchicken_co605.10~k141_803477_1	MAG_arc032	K21636	20.74
binchicken_co605.10~k141_803477_2	MAG_arc032	K21636	89.87
binchicken_co605.10~k141_803477_3	MAG_arc032	K21636	20.42
binchicken_co605.10~k141_803477_4	MAG_arc032		58.39
binchicken_co605.10~k141_803477_5	MAG_arc032	K15449	79.02
binchicken_co605.10~k141_803477_6	MAG_arc032	K03168	56.24
binchicken_co605.10~k141_463965_1	MAG_arc032	K01880	34.03
binchicken_co605.10~k141_463965_2	MAG_arc032		19.48
binchicken_co605.10~k141_463965_3	MAG_arc032	K02434	125.05
binchicken_co605.10~k141_463965_4	MAG_arc032	K14080	70.97
binchicken_co605.10~k141_463965_5	MAG_arc032	K03298	55.11
binchicken_co605.10~k141_463965_6	MAG_arc032		50.45
binchicken_co605.10~k141_463965_7	MAG_arc032	K01887	109.56
binchicken_co605.10~k141_463965_8	MAG_arc032		29.63
binchicken_co605.10~k141_259748_1	MAG_arc032	K09723	115.20
binchicken_co605.10~k141_259748_2	MAG_arc032	K02683	59.58
binchicken_co605.10~k141_396230_1	MAG_arc032		30.96
binchicken_co605.10~k141_396230_2	MAG_arc032	K00584	13.65
binchicken_co605.10~k141_396230_3	MAG_arc032		94.94
binchicken_co605.10~k141_396230_4	MAG_arc032	K22012	26.71
binchicken_co605.10~k141_396230_5	MAG_arc032	K02588; K21610	20.43
binchicken_co605.10~k141_396230_6	MAG_arc032	K21611	23.88
binchicken_co605.10~k141_396230_7	MAG_arc032	K02591; K21611	62.28
binchicken_co605.10~k141_396230_8	MAG_arc032	K21612	66.94
binchicken_co605.10~k141_396230_9	MAG_arc032		45.37
binchicken_co605.10~k141_635802_1	MAG_arc032	K04796	113.54
binchicken_co605.10~k141_635802_2	MAG_arc032		59.71
binchicken_co605.10~k141_635802_3	MAG_arc032	K00764	66.16
binchicken_co605.10~k141_635802_4	MAG_arc032		64.35
binchicken_co605.10~k141_635802_5	MAG_arc032		145.31
binchicken_co605.10~k141_635802_6	MAG_arc032	K03531	23.88
binchicken_co605.10~k141_635802_7	MAG_arc032	K01487; K12960	26.01
binchicken_co605.10~k141_635802_8	MAG_arc032		89.33
binchicken_co605.10~k141_635802_9	MAG_arc032		92.18
binchicken_co605.10~k141_635802_10	MAG_arc032	K07254	135.15
binchicken_co605.10~k141_635802_11	MAG_arc032	K15527	70.12
binchicken_co605.10~k141_635802_12	MAG_arc032	K15527	81.91
binchicken_co605.10~k141_635802_13	MAG_arc032	K11635	31.19
binchicken_co605.10~k141_635802_14	MAG_arc032		100.63
binchicken_co605.10~k141_635802_15	MAG_arc032	K06939	118.24
binchicken_co605.10~k141_635802_16	MAG_arc032	K06034	133.01
binchicken_co605.10~k141_635802_17	MAG_arc032	K07562	62.31
binchicken_co605.10~k141_635802_18	MAG_arc032		10.63
binchicken_co605.10~k141_635802_19	MAG_arc032		35.39
binchicken_co605.10~k141_363929_1	MAG_arc032	K05569	58.42
binchicken_co605.10~k141_363929_2	MAG_arc032		19.39
binchicken_co605.10~k141_363929_3	MAG_arc032		55.89
binchicken_co605.10~k141_363929_4	MAG_arc032		42.71
binchicken_co605.10~k141_363929_5	MAG_arc032		25.97
binchicken_co605.10~k141_772820_1	MAG_arc032		40.22
binchicken_co605.10~k141_772820_2	MAG_arc032		37.77
binchicken_co605.10~k141_670863_1	MAG_arc032	K24971	71.59
binchicken_co605.10~k141_670863_2	MAG_arc032		59.68
binchicken_co605.10~k141_670863_3	MAG_arc032	K06965	31.21
binchicken_co605.10~k141_670863_4	MAG_arc032		39.98
binchicken_co605.10~k141_228551_1	MAG_arc032		51.42
binchicken_co605.10~k141_228551_2	MAG_arc032	K18882	54.64
binchicken_co605.10~k141_876123_1	MAG_arc032	K09740	86.01
binchicken_co605.10~k141_876123_2	MAG_arc032		47.43
binchicken_co605.10~k141_876123_3	MAG_arc032	K01591	34.88
binchicken_co605.10~k141_876123_4	MAG_arc032	K00809	108.78
binchicken_co605.10~k141_876123_5	MAG_arc032		51.84
binchicken_co605.10~k141_876123_6	MAG_arc032	K07392	20.62
binchicken_co605.10~k141_876123_7	MAG_arc032		34.85
binchicken_co605.10~k141_876123_8	MAG_arc032	K18218	65.65
binchicken_co605.10~k141_536066_1	MAG_arc032		55.78
binchicken_co605.10~k141_536066_2	MAG_arc032	K06174; K09817	135.18
binchicken_co605.10~k141_536066_3	MAG_arc032		103.07
binchicken_co605.10~k141_536066_4	MAG_arc032	K15429	77.05
binchicken_co605.10~k141_536066_5	MAG_arc032	K17828	228.96
binchicken_co605.10~k141_536066_6	MAG_arc032	K00226; K17828	49.40
binchicken_co605.10~k141_536066_7	MAG_arc032	K02823	56.06
binchicken_co605.10~k141_536066_8	MAG_arc032		33.18
binchicken_co605.10~k141_24218_1	MAG_arc032		86.00
binchicken_co605.10~k141_24218_2	MAG_arc032	K03106	13.78
binchicken_co605.10~k141_24218_3	MAG_arc032	K02995	39.44
binchicken_co605.10~k141_24218_4	MAG_arc032	K07060	35.65
binchicken_co605.10~k141_24218_5	MAG_arc032	K13713	94.48
binchicken_co605.10~k141_24218_6	MAG_arc032	K02492	80.16
binchicken_co605.10~k141_24218_7	MAG_arc032	K01698	53.62
binchicken_co605.10~k141_24218_8	MAG_arc032	K01698	75.25
binchicken_co605.10~k141_24218_9	MAG_arc032	K01845; K07250	24.03
binchicken_co605.10~k141_24218_10	MAG_arc032	K01749	62.15
binchicken_co605.10~k141_1080983_1	MAG_arc032	K01955	74.97
binchicken_co605.10~k141_1080983_2	MAG_arc032	K03110	28.89
binchicken_co605.10~k141_1080983_3	MAG_arc032		47.20
binchicken_co605.10~k141_1080983_4	MAG_arc032	K02944	43.94
binchicken_co605.10~k141_1080983_5	MAG_arc032	K03264	29.01
binchicken_co605.10~k141_1080983_6	MAG_arc032	K02910	45.68
binchicken_co605.10~k141_1080983_7	MAG_arc032		49.39
binchicken_co605.10~k141_1080983_8	MAG_arc032	K07585	115.17
binchicken_co605.10~k141_1080983_9	MAG_arc032	K06875	27.86
binchicken_co605.10~k141_1080983_10	MAG_arc032	K02966	41.67
binchicken_co605.10~k141_1080983_11	MAG_arc032		67.46
binchicken_co605.10~k141_333007_1	MAG_arc032	K01889	108.29
binchicken_co605.10~k141_333007_2	MAG_arc032		47.57
binchicken_co605.10~k141_333007_3	MAG_arc032	K02953	62.91
binchicken_co605.10~k141_1081500_1	MAG_arc032	K02585	46.40
binchicken_co605.10~k141_1081500_2	MAG_arc032	K07123	70.65
binchicken_co605.10~k141_776285_1	MAG_arc032		158.16
binchicken_co605.10~k141_776285_2	MAG_arc032	K03546	70.29
binchicken_co605.10~k141_640153_1	MAG_arc032	K14082	17.23
binchicken_co605.10~k141_640153_2	MAG_arc032	K16183	89.43
binchicken_co605.10~k141_640153_3	MAG_arc032	K10896; K14635	25.28
binchicken_co605.10~k141_26168_1	MAG_arc032	K01756	55.44
binchicken_co605.10~k141_674436_1	MAG_arc032	K10773	24.90
binchicken_co605.10~k141_674436_2	MAG_arc032	K03470	73.97
binchicken_co605.10~k141_334223_1	MAG_arc032		66.98
binchicken_co605.10~k141_334223_2	MAG_arc032		18.55
binchicken_co605.10~k141_334223_3	MAG_arc032	K07557	34.72
binchicken_co605.10~k141_334223_4	MAG_arc032		35.42
binchicken_co605.10~k141_1083337_1	MAG_arc032	K00759	34.72
binchicken_co605.10~k141_1083337_2	MAG_arc032	K07561	48.68
binchicken_co605.10~k141_1083337_3	MAG_arc032	K07579	143.90
binchicken_co605.10~k141_1083337_4	MAG_arc032	K03056	97.06
binchicken_co605.10~k141_1083337_5	MAG_arc032	K06868	36.54
binchicken_co605.10~k141_1083337_6	MAG_arc032	K09739	81.29
binchicken_co605.10~k141_1083337_7	MAG_arc032	K01480	23.71
binchicken_co605.10~k141_1083337_8	MAG_arc032		51.82
binchicken_co605.10~k141_1083337_9	MAG_arc032	K07557	129.13
binchicken_co605.10~k141_1083337_10	MAG_arc032	K07557	164.77
binchicken_co605.10~k141_1083337_11	MAG_arc032		60.04
binchicken_co605.10~k141_1083337_12	MAG_arc032	K04801	50.22
binchicken_co605.10~k141_1083337_13	MAG_arc032	K01493	40.82
binchicken_co605.10~k141_1083337_14	MAG_arc032	K04487; K11717	86.26
binchicken_co605.10~k141_1083337_15	MAG_arc032		172.44
binchicken_co605.10~k141_1083337_16	MAG_arc032		40.47
binchicken_co605.10~k141_1083337_17	MAG_arc032	K16238	79.30
binchicken_co605.10~k141_1083337_18	MAG_arc032		48.13
binchicken_co605.10~k141_1083337_19	MAG_arc032		67.17
binchicken_co605.10~k141_130096_1	MAG_arc032		30.30
binchicken_co605.10~k141_130096_2	MAG_arc032	K09128	44.10
binchicken_co605.10~k141_130096_3	MAG_arc032	K09123	39.30
binchicken_co605.10~k141_130096_4	MAG_arc032	K18532	41.51
binchicken_co605.10~k141_130096_5	MAG_arc032	K24410	146.65
binchicken_co605.10~k141_130096_6	MAG_arc032	K24409	54.33
binchicken_co605.10~k141_130096_7	MAG_arc032	K02427	56.34
binchicken_co605.10~k141_440560_1	MAG_arc032		19.65
binchicken_co605.10~k141_440560_2	MAG_arc032		16.78
binchicken_co605.10~k141_440560_3	MAG_arc032		80.68
binchicken_co605.10~k141_440560_4	MAG_arc032		23.38
